name,country_name,longitude,latitude,population,significance
Fortín de las Flores,Mexico,18.90806,-97.0,21370,178369030
Okemos,United States,42.72226,-84.42747,21369,1357862714
Judian,China,27.30612,99.6491,21368,224372454
Riedstadt,Germany,49.83411,8.49621,21362,987104470
Croix,France,50.67846,3.1493,21361,833727528
Forbach,France,49.18848,6.89255,21358,833610437
Auerbach,Germany,50.51155,12.40083,21358,986919637
Schortens,Germany,53.53333,7.95,21357,986873428
Arnold,United States,38.43283,-90.37762,21357,1357100191
Wittmund,Germany,53.57674,7.77839,21355,986781011
Cabra,Spain,37.47249,-4.44206,21352,577853317
Péfki,Greece,38.06019,23.79264,21352,377422062
Athlone,Ireland,53.42278,-7.93722,21351,1820552045
Conchal,Brazil,-22.33028,-47.1725,21351,145119428
Manosque,France,43.82883,5.78688,21351,833337224
East Moline,United States,41.50087,-90.4443,21350,1356655386
Vilkpėdė,Lithuania,54.66969,25.2477,21346,426868610
Brummen,Netherlands,52.09,6.15556,21344,1118364059
Pezinok,Slovakia,48.28986,17.26664,21343,408865495
Kiwira,Tanzania,-9.17307,33.54152,21342,22297922
Owen Sound,Canada,44.56717,-80.94349,21341,923172741
Mandāwar,India,29.48655,78.12732,21339,40559183
Yanykurgan,Kazakhstan,43.90652,67.24637,21339,193240543
West Pensacola,United States,30.42659,-87.27969,21339,1355956406
Döbeln,Germany,51.1221,13.11027,21338,985995468
Kinston,United States,35.26266,-77.58164,21337,1355829319
Lichtenfels,Germany,50.14567,11.05928,21336,985903051
Pallikondai,India,12.90518,78.9427,21335,40551580
Akaltara,India,22.02463,82.42641,21333,40547778
Brezno,Slovakia,48.80431,19.63631,21331,408635612
Valongo,Portugal,41.18883,-8.49857,21328,478538000
Bad Kissingen,Germany,50.20228,10.07784,21328,985533384
Çine,Turkey,37.61266,28.05912,21327,182093532
Bedi,India,22.50143,70.04363,21327,40536374
Seondha,India,26.15422,78.7812,21326,40534473
Isla Cristina,Spain,37.2,-7.31667,21324,577095547
Kharkhauda,India,28.8787,76.91069,21320,40523069
Shelbyville,United States,35.48341,-86.46027,21317,1354558448
Çeşme,Turkey,38.32614,26.30574,21316,181999612
Portel,Brazil,-1.93556,-50.82111,21315,144874741
Cártama,Spain,36.71068,-4.63297,21313,576797852
Nakhon Nayok,Thailand,14.20463,101.21295,21309,153191292
Port Loko,Sierra Leone,8.76609,-12.78696,21308,10324179
Itupiranga,Brazil,-5.13472,-49.32667,21301,144779586
Buxton,United Kingdom,53.25741,-1.90982,21300,858062799
Assab,Eritrea,13.00917,42.73944,21300,13685426
Várpalota,Hungary,47.19936,18.13954,21299,338635959
Deoli,India,25.75728,75.37991,21298,40481254
Marquette,United States,46.54354,-87.39542,21297,1353287576
Hongzhou,China,26.12583,109.40889,21293,223584924
Antsohihy,Madagascar,-14.87959,47.98751,21290,10548991
Pāli,India,23.36453,81.04374,21287,40460346
Krujë,Albania,41.50917,19.79278,21286,111012381
Ōmamachō-ōmama,Japan,36.43181,139.27534,21286,841624584
Fairfield Heights,United States,39.82861,-86.38224,21285,1352525053
Sonthofen,Germany,47.51821,10.28262,21285,983546421
Bensekrane,Algeria,35.07465,-1.22431,21283,70454957
Biddeford,United States,43.49258,-70.45338,21282,1352334422
Malvern East,Australia,-37.87397,145.04253,21282,1102666262
Kutná Hora,Czech Republic,49.94839,15.26816,21280,487997747
Requena,Spain,39.48834,-1.10044,21278,575850640
Haidong Zhen,China,25.70979,100.26061,21274,223385416
Qiaotou,China,33.10763,104.81168,21273,223374916
Lugo,Italy,44.42137,11.91094,21273,673847847
Dhekiajuli,India,26.70367,92.47808,21271,40429935
Golden Valley,United States,45.00969,-93.34912,21270,1351571900
Gryfino,Poland,53.25243,14.48831,21270,333007007
Illescas,Spain,40.12213,-3.84704,21264,575471755
Laranjal Paulista,Brazil,-23.04972,-47.83667,21264,144528102
Náchod,Czech Republic,50.4167,16.16289,21263,487607900
Canyon Lake,United States,29.87522,-98.26251,21262,1351063551
Saint-Mandé,France,48.83864,2.41579,21261,829824492
Chhāta,India,27.72374,77.5081,21260,40409027
North Lakes,Australia,-27.22426,153.02075,21260,1101526395
Oxford,United States,33.61427,-85.83496,21249,1350237484
Arzignano,Italy,45.52027,11.33446,21247,673024266
Cambuí,Brazil,-22.61222,-46.0575,21246,144405759
Nesher,Israel,32.76622,35.04425,21245,926505417
Traunreut,Germany,47.96269,12.59231,21244,981651876
Eislingen,Germany,48.69515,9.70676,21243,981605667
Katutura,Namibia,-22.52306,17.06028,21243,89455355
Amposta,Spain,40.70995,0.57856,21240,574822239
Lenger,Kazakhstan,42.18152,69.88582,21238,192325913
Jose Pañganiban,Philippines,14.2906,122.6917,21236,70053951
Tornio,Finland,65.84811,24.14662,21236,1035749399
Kiambu,Kenya,-1.17139,36.83556,21234,39032550
South Milwaukee,United States,42.91057,-87.86064,21233,1349220787
Horley,United Kingdom,51.17423,-0.15919,21232,855323444
Marina,United States,36.6844,-121.80217,21229,1348966613
Cowes,United Kingdom,50.76306,-1.29772,21226,855081736
Mukilteo,United States,47.94454,-122.30458,21226,1348775982
Otjiwarongo,Namibia,-20.46369,16.64772,21224,89375345
Morayfield,Australia,-27.10876,152.94907,21221,1099505721
Nacimiento,Chile,-37.50253,-72.67307,21220,280776763
Barnes,United Kingdom,51.47352,-0.24839,21218,854759459
Asifābād,India,19.35851,79.28415,21213,40319694
Oakwood Village,Canada,43.68278,-79.43833,21210,917505920
Santa Cruz de Mora,Venezuela,8.39925,-71.64082,21209,359768579
Cassano Magnago,Italy,45.67206,8.82691,21208,671788894
Rancho San Diego,United States,32.74727,-116.9353,21208,1347632198
Dharampur,India,20.53693,73.17368,21207,40308289
Caála,Angola,-12.8525,15.56056,21205,40199821
Sampués,Colombia,9.18361,-75.38167,21204,113076130
Békés,Hungary,46.76667,21.13333,21198,337030145
Sheksna,Russian Federation,59.20998,38.51066,21197,218215213
Charleston,United States,39.49615,-88.17615,21196,1346869675
Paracuru,Brazil,-3.41,-39.03056,21196,144065917
Yarovoye,Russian Federation,52.9273,78.58,21195,218194624
Abdulino,Russian Federation,53.7,53.66667,21195,218194624
Eschwege,Germany,51.18386,10.05329,21191,979202829
Bidbid,Oman,23.40787,58.1283,21188,316708818
Bedford,United States,42.94647,-71.5159,21188,1346361326
Kuang,Malaysia,3.2594,101.5541,21185,220362006
Terek,Russian Federation,43.48333,44.13611,21180,218040205
Eppingen,Germany,49.13645,8.91229,21179,978648328
Västervik,Sweden,57.7584,16.63733,21178,1106747400
Hawthorn South,Australia,-37.8329,145.0367,21177,1097225986
Glenferrie,Australia,-37.83333,145.05,21177,1097225986
Romita,Mexico,20.87127,-101.51683,21176,176749770
Uxbridge,Canada,44.10012,-79.11628,21176,916035142
Vassouras,Brazil,-22.40389,-43.6625,21174,143916386
Jimaguayú,Cuba,21.24224,-77.82625,21169,192747784
Caparica,Portugal,38.66179,-9.20032,21167,474925630
Hacılar,Turkey,38.64631,35.44937,21167,180727424
Follonica,Italy,42.92779,10.76451,21163,670363465
Troyan,Bulgaria,42.89427,24.71589,21162,211107456
Palma del Río,Spain,37.70024,-5.28121,21159,572630120
Boldumsaz,Turkmenistan,42.12824,59.67101,21159,158683821
Cauto Cristo,Cuba,20.55709,-76.4727,21159,192656733
Tanushimarumachi-toyoki,Japan,33.35,130.68333,21156,836484530
Carrboro,United States,35.91014,-79.07529,21156,1344327932
Montmorency,France,48.98826,2.3434,21156,825726304
Talhar,Pakistan,24.88454,68.81437,21154,25252236
Požega,Croatia,45.34028,17.68528,21153,292513615
Crest Hill,United States,41.55475,-88.09867,21153,1344137301
Carmen de Viboral,Colombia,6.08236,-75.33509,21152,112798826
Saint Andrews,United States,34.04543,-81.12926,21151,1344010214
Hino,Japan,35.0,136.25,21149,836207758
Oegstgeest,Netherlands,52.18,4.46944,21149,1108146621
San José de Ocoa,Dominican Republic,18.54661,-70.50631,21148,153707828
San Nicola la Strada,Italy,41.05237,14.33334,21147,669856646
Telhāra,India,21.02694,76.83889,21146,40192346
Oued el Alleug,Algeria,36.55528,2.79028,21146,70001434
Khvānsār,Iran,33.22052,50.31497,21146,48266842
Thiene,Italy,45.7088,11.47959,21145,669793293
Dee Why,Australia,-33.7511,151.28886,21145,1095567997
Garko,Nigeria,10.17506,11.16458,21141,44334632
Gardanne,France,43.45491,5.46913,21140,825101818
Morley,Australia,-31.88775,115.9099,21134,1094998063
Deogarh,India,21.53827,84.73337,21134,40169538
Āsika,India,19.61114,84.65998,21134,40169538
Paiján,Peru,-7.73291,-79.3015,21128,129448605
Mokwa,Nigeria,9.29482,5.05412,21128,44307370
Działdowo,Poland,53.23958,20.17004,21127,330768173
Sexmoan,Philippines,14.9438,120.6229,21124,69684482
Dronfield,United Kingdom,53.30221,-1.47507,21124,850972703
Les Lilas,France,48.87992,2.42057,21124,824477332
Chatrapur,India,19.35574,84.98359,21123,40148630
Zelenchukskaya,Russian Federation,43.85804,41.5894,21117,217391643
Luena,Angola,-11.78333,19.91667,21115,40029202
Hoeyang,North Korea,38.71028,127.59833,21111,23441897
Thorncliffe Park,Canada,43.70775,-79.34998,21108,913093586
Ashland,United States,38.47841,-82.63794,21108,1341277840
Puente de Ixtla,Mexico,18.61472,-99.31806,21098,176098727
Ripley,United Kingdom,53.03333,-1.4,21097,849885017
Zemst,Belgium,50.98318,4.46079,21096,940763001
Basi,India,26.8315,76.04856,21096,40097311
Francavilla al Mare,Italy,42.42158,14.28217,21095,668209483
Téra,Niger,14.00776,0.75306,21095,11919969
Isaka,Tanzania,-3.9,32.93333,21094,22038814
Ruy Barbosa,Brazil,-12.28389,-40.49389,21093,143365842
Hays,United States,38.87918,-99.32677,21092,1340261143
Bereket,Turkmenistan,39.24463,55.51536,21090,158166349
Molave,Philippines,8.0844,123.491,21088,69565724
Sulmona,Italy,42.04945,13.92578,21086,667924397
Fleury-les-Aubrais,France,47.93328,1.91811,21085,822955148
Dhulagari,India,22.58213,88.171,21080,40066900
Kuseifa,Israel,31.24535,35.0931,21079,919266072
Ḩalḩūl,Israel,31.58029,35.10178,21076,919135240
San Pedro Totoltepec,Mexico,19.31108,-99.57197,21076,175915099
Xoxocotla,Mexico,18.68415,-99.24577,21074,175898406
Cassino,Italy,41.48581,13.82835,21074,667544283
Oeiras,Brazil,-7.02528,-42.13111,21071,143216311
Bathgate,United Kingdom,55.90204,-3.64398,21070,848797332
Dammarie-les-Lys,France,48.51667,2.65,21066,822213572
Kremenets,Ukraine,50.09864,25.72787,21063,74250519
Las Torres de Cotillas,Spain,38.02822,-1.24188,21062,570004990
Suvorov,Russian Federation,54.1223,36.49657,21059,216794555
Ferguson,United States,38.74422,-90.30539,21059,1338164205
Phayao,Thailand,19.19203,99.87883,21058,151386843
Salzwedel,Germany,52.85435,11.1525,21058,973057108
Grivegnée,Belgium,50.62148,5.61101,21057,939023820
Jauja,Peru,-11.77584,-75.49656,21057,129013597
Jirkov,Czech Republic,50.49979,13.44769,21056,482860929
Omagh,United Kingdom,54.6,-7.3,21056,848233347
Bayaguana,Dominican Republic,18.75031,-69.63525,21055,153031886
Sotouboua,Togo,8.5634,0.98399,21054,19263370
Laurelton,United States,40.67019,-73.74659,21053,1337782943
Conway,United States,33.836,-79.04781,21053,1337782943
Püttlingen,Germany,49.2855,6.88723,21052,972779857
Três Coroas,Brazil,-29.51694,-50.77778,21051,143080374
Portão,Brazil,-29.70167,-51.24194,21051,143080374
March,United Kingdom,52.55131,0.08828,21051,848031924
Lino Lakes,United States,45.16024,-93.08883,21050,1337592312
Okha,India,22.46756,69.07002,21048,40006077
West Lake Stevens,United States,47.99343,-122.1018,21047,1337401682
Paka,Malaysia,4.6374,103.4368,21044,218895353
Esperantina,Brazil,-3.90167,-42.23361,21044,143032797
Aichach,Germany,48.45755,11.13413,21042,972317773
Fenoarivo Atsinanana,Madagascar,-17.38095,49.40826,21036,10423136
Novyy Oskol,Russian Federation,50.76331,37.86415,21035,216547484
Kirwan,Australia,-19.30323,146.72531,21034,1089816848
New Hope,United States,45.03802,-93.38662,21032,1336448528
Shin’ichi,Japan,34.55543,133.27297,21030,831502631
Stowmarket,United Kingdom,52.18893,0.99774,21028,847105377
Hendrik-Ido-Ambacht,Netherlands,51.84417,4.63889,21027,1101754173
Kiraoli,India,27.13768,77.78516,21024,39960460
Kantābānji,India,20.46709,82.92042,21024,39960460
Palm River-Clair Mel,United States,27.92386,-82.37939,21024,1335940179
Trussville,United States,33.61983,-86.60888,21023,1335876636
Gazojak,Turkmenistan,41.18746,61.4036,21021,157648877
Ardahan,Turkey,41.10871,42.70222,21020,179472314
Belas,Portugal,38.7767,-9.26353,21019,471604943
San José de Jáchal,Argentina,-30.24057,-68.74693,21018,177432263
Qādiān,India,31.82198,75.37663,21015,39943354
Az Zuwaytīnah,Libya,30.9522,20.12022,21015,77739289
Pokaran,India,26.92007,71.91631,21014,39941453
l'Alfàs del Pi,Spain,38.58055,-0.10321,21011,568624767
Xinyingpan,China,27.16757,100.92005,21008,220592311
Vaterstetten,Germany,48.10537,11.76825,21007,970700478
Shigu,China,26.86852,99.95628,21006,220571310
Mudgal,India,16.01191,76.44203,21006,39926247
Woodrow,United States,40.54344,-74.19764,21005,1334732851
Wülfrath,Germany,51.28195,7.03821,21003,970515644
Clevedon,United Kingdom,51.44227,-2.85786,21002,846057977
Maesteg,United Kingdom,51.60926,-3.65823,21001,846017692
Vakarai,Sri Lanka,8.13333,81.43333,21000,77322807
Soanindrariny,Madagascar,-19.9,47.23333,21000,10405298
Guiseley,United Kingdom,53.87561,-1.71232,21000,845977408
Ampasimanolotra,Madagascar,-18.81667,49.06667,21000,10405298
Ribeirão da Ilha,Brazil,-27.69934,-48.53219,21000,142733735
Laventille,Trinidad and Tobago,10.64917,-61.49889,21000,323064829
Keswick,Canada,44.25011,-79.46632,21000,908421703
Mahdishahr,Iran,35.71071,53.35394,21000,47933589
Freguesia do Ribeirao da Ilha,Brazil,-27.71773,-48.56266,21000,142733735
Taïbet,Algeria,33.08515,6.3891,21000,69518117
Abrama,India,20.85865,72.90648,21000,39914843
Sitampiky,Madagascar,-16.66667,46.1,21000,10405298
Bagulā,India,23.33664,88.64109,20999,39912942
Corinth,United States,33.15401,-97.06473,20998,1334288046
Holzminden,Germany,51.82798,9.4455,20998,970284602
Burunday,Kazakhstan,43.35567,76.85477,20996,190134422
Versmold,Germany,52.04009,8.15272,20996,970192185
Sabunçu,Azerbaijan,40.4425,49.94806,20996,88483681
Varennes,Canada,45.68338,-73.43246,20994,908162154
Mountlake Terrace,United States,47.78815,-122.30874,20989,1333716154
Laranjeira,Portugal,38.65599,-9.15376,20988,470909393
Chester,United States,37.35682,-77.44165,20987,1333589067
Aytos,Bulgaria,42.7,27.25,20986,209351719
Villa Juárez,Mexico,24.65869,-107.54059,20985,175155549
Conil de la Frontera,Spain,36.27719,-6.0885,20984,567894061
Nixa,United States,37.04339,-93.29435,20984,1333398436
Gunnaur,India,28.23995,78.43994,20980,39876829
East Ridge,United States,35.01424,-85.2519,20979,1333080718
Bordon,United Kingdom,51.11357,-0.86245,20978,845091146
Zürich (Kreis 3) / Sihlfeld,Switzerland,47.37382,8.51164,20977,1827034534
Çermik,Turkey,38.13538,39.445,20975,179088096
Dois Córregos,Brazil,-22.36611,-48.38028,20974,142557017
Germersheim,Germany,49.22306,8.36389,20972,969083183
Tchaourou,Benin,8.88649,2.59753,20971,27074420
Dugulubgey,Russian Federation,43.6625,43.53694,20965,215826860
Chaudfontaine,Belgium,50.5828,5.6341,20960,934698165
Gaya,Nigeria,11.86064,9.0027,20959,43952961
Caterham,United Kingdom,51.2823,-0.07889,20957,844245168
Doreen,Australia,-37.6,145.15,20954,1085671876
Tadmaït,Algeria,36.74413,3.90045,20952,69359219
Shama Junction,Ghana,5.01806,-1.66437,20946,48773487
Guidonia,Italy,41.99232,12.71876,20943,663394701
Geertruidenberg,Netherlands,51.70167,4.85694,20941,1097248021
Shonai,Japan,38.84846,139.90308,20940,827944132
Basotu,Tanzania,-4.36667,35.08333,20937,21874782
Goa,Philippines,13.6978,123.4892,20936,69064302
Kataragama,Sri Lanka,6.4134,81.3346,20935,77083474
Roissy-en-Brie,France,48.79159,2.64747,20933,817022534
Tambuwal,Nigeria,12.40592,4.64605,20932,43896340
El Grullo,Mexico,19.80603,-104.21805,20924,174646401
Sarauli,India,28.49404,79.09177,20923,39768489
Rosedale-Moore Park,Canada,43.68282,-79.37967,20923,905090823
Acajete,Mexico,19.11154,-97.95231,20923,174638054
Kīsh,Iran,26.55778,54.01944,20922,47755550
Maragogipe,Brazil,-12.77778,-38.91944,20921,142196785
Plainview,United States,34.18479,-101.70684,20919,1329268104
Flandes,Colombia,4.29005,-74.81612,20919,111556289
Pad Idan,Pakistan,26.77455,68.30094,20919,24971709
Lalgudi,India,10.87419,78.81935,20916,39755184
Grayslake,United States,42.34447,-88.04175,20915,1329013929
Agoura Hills,United States,34.13639,-118.77453,20915,1329013929
Baena,Spain,37.6167,-4.32245,20915,566026701
Berëzovka,Russian Federation,56.03044,93.11164,20913,215291539
Goodlands,Mauritius,-20.03841,57.65055,20910,180300145
Botevgrad,Bulgaria,42.9,23.78333,20909,208583584
Dailekh,Nepal,28.84434,81.71011,20908,24151727
Birkerød,Denmark,55.84759,12.42791,20908,1276711820
Kurchaloy,Russian Federation,43.20184,46.0881,20903,215188593
Prenzlau,Germany,53.31625,13.86261,20899,965709968
Pedra Azul,Brazil,-16.00528,-41.29722,20899,142047254
Kot Ghulam Muhammad,Pakistan,32.33311,74.54694,20897,24945447
Acton,United States,42.48509,-71.43284,20897,1327870145
Frederico Westphalen,Brazil,-27.35917,-53.39444,20896,142026864
Linda-a-Velha,Portugal,38.71446,-9.2422,20895,468822745
Barra,Brazil,-11.08944,-43.14167,20894,142013270
Rutana,Burundi,-3.9279,29.992,20893,5724881
Sanford,United States,43.43925,-70.77422,20893,1327615971
Dietikon,Switzerland,47.40165,8.40015,20893,1819718383
Bruchköbel,Germany,50.17853,8.92315,20892,965386509
Silver Firs,United States,47.86602,-122.1551,20891,1327488884
Alaplı,Turkey,41.1814,31.38514,20890,178362352
Sumpango,Guatemala,14.64623,-90.73427,20884,96136145
Saint-Genis-Laval,France,45.69542,4.79316,20883,815071016
Hauppauge,United States,40.82565,-73.20261,20882,1326916991
Kīhei,United States,20.76462,-156.44578,20881,1326853448
Okahandja,Namibia,-21.98333,16.91667,20879,87922532
South El Monte,United States,34.05195,-118.04673,20878,1326662817
Gamboma,Congo,-1.87639,15.86444,20877,11624589
Arvin,United States,35.20913,-118.82843,20876,1326535730
San Rafael,Mexico,19.20959,-98.75636,20873,174220719
Khot'kovo,Russian Federation,56.25699,37.99544,20872,214869459
Johnston,United States,41.67304,-93.69772,20871,1326218012
Saint-Louis,France,47.59206,7.55923,20871,814602651
Cognac,France,45.69581,-0.32867,20868,814485560
Gardner,United States,38.81084,-94.92719,20868,1326027381
Hongbao,China,34.75191,106.06026,20868,219122256
Lathrop,United States,37.8227,-121.27661,20866,1325900294
Vila-seca,Spain,41.11118,1.14764,20866,564700604
Minas,Cuba,21.48802,-77.61033,20863,189961596
Altena,Germany,51.29472,7.67337,20862,964000256
Ashland,United States,42.19458,-122.70948,20861,1325582576
Impfondo,Congo,1.61804,18.05981,20859,11614566
Sidney,United States,40.28422,-84.1555,20858,1325391946
Birmingham,United States,42.5467,-83.21132,20857,1325328402
Alfafar,Spain,39.41667,-0.38333,20853,564348783
Sömmerda,Germany,51.15914,11.11524,20853,963584380
Yongning,China,27.83333,100.66667,20852,218954249
Unterhaching,Germany,48.06598,11.61564,20852,963538171
Wallington,United Kingdom,51.36404,-0.15368,20850,839934712
Kisai,Japan,36.1,139.58333,20850,824385633
Heinola,Finland,61.20564,26.03811,20849,1016874139
Nabīnagar,India,24.60681,84.12624,20848,39625936
Priyutovo,Russian Federation,53.9,53.93333,20847,214612094
Žďár nad Sázavou,Czech Republic,49.56263,15.93924,20847,478068094
Tor Lupara,Italy,41.99771,12.61814,20843,660227080
Gainsborough,United Kingdom,53.38333,-0.76667,20842,839612435
Husum,Germany,54.4858,9.05239,20841,963029879
Tharangambadi,India,11.02764,79.85425,20841,39612631
Maralal,Kenya,1.09667,36.69806,20841,38310134
Sweetwater,United States,25.76343,-80.37311,20840,1324248161
Calauag,Philippines,13.9575,122.288,20837,68737718
Begūn,India,24.98333,75.0,20836,39603127
Dūrā,Israel,31.50777,35.02929,20835,908625106
Milwaukie,United States,45.44623,-122.63926,20830,1323612725
Kamiichi,Japan,36.7,137.36667,20827,823476238
Dhing,India,26.46793,92.47336,20826,39584120
Haderslev,Denmark,55.24943,9.48771,20825,1271643565
Saint-Michel-sur-Orge,France,48.63479,2.30831,20824,812768224
Playa Brava,Chile,-20.2469,-70.13291,20824,275537008
Hukeri,India,16.23082,74.60244,20824,39580319
Bhānvad,India,21.93053,69.78081,20823,39578418
Novomichurinsk,Russian Federation,54.0384,39.7479,20821,214344433
Pájara,Spain,28.35039,-14.1076,20821,563482761
Obanazawa,Japan,38.60333,140.40194,20821,823239005
Kriva Palanka,North Macedonia,42.20088,22.33244,20820,122588244
East Millcreek,United States,40.69995,-111.81049,20816,1322723115
Skive,Denmark,56.56699,9.02707,20815,1271032931
Montecchio Maggiore-Alte Ceccato,Italy,45.50369,11.412,20815,659340147
Maracena,Spain,37.20764,-3.63493,20815,563320381
Grand Island,United States,43.03311,-78.96254,20813,1322532485
Goole,United Kingdom,53.70324,-0.87732,20810,838323326
Nandaime,Nicaragua,11.75696,-86.05286,20810,39648393
Yanagawamachi-saiwaichō,Japan,37.85,140.6,20807,822685461
Patía,Colombia,2.06895,-77.05273,20807,110959019
Morigaon,India,26.24908,92.34764,20807,39548007
Clement Town,India,30.26361,78.00862,20806,39546106
Union City,United States,33.58706,-84.54243,20805,1322024136
Woodlawn,United States,38.71678,-77.13276,20804,1321960592
Sandhurst,United Kingdom,51.34675,-0.78655,20803,838041334
Edosaki,Japan,35.95,140.31667,20800,822408689
Šuto Orizare,North Macedonia,42.04,21.425,20800,122470484
Sarzedo,Brazil,-20.03528,-44.14472,20798,141360773
Andapa,Madagascar,-14.65,49.65,20798,10305209
Dargeçit,Turkey,37.54616,41.71652,20793,177534149
Nijlen,Belgium,51.16096,4.67008,20792,927206310
Camaguán,Venezuela,8.10732,-67.60738,20791,352678038
Clarence-Rockland,Canada,45.5501,-75.29101,20790,899337486
Piqua,United States,40.14477,-84.24244,20790,1321070982
Las Margaritas,Mexico,16.31265,-91.98107,20786,173494556
Engelskirchen,Germany,50.98854,7.41391,20786,960488415
Eṭ Ṭīra,Israel,32.2341,34.95023,20786,906488190
Ghātanji,India,20.14183,78.31333,20785,39506191
Lomita,United States,33.79224,-118.31507,20785,1320753264
Polonne,Ukraine,50.11944,27.50856,20785,73270523
Wanqiao Zhen,China,25.78924,100.12279,20784,218240222
Jbaïl,Lebanon,34.12111,35.64806,20784,101654575
Haßloch,Germany,49.36278,8.25806,20779,960164956
San Juan de Aznalfarache,Spain,37.35813,-6.03731,20779,562346106
Cockeysville,United States,39.48122,-76.64386,20776,1320181372
Mudkhed,India,19.15657,77.50304,20776,39489085
Carei,Romania,47.68333,22.46667,20775,267916241
Virú,Peru,-8.41554,-78.75201,20774,127279692
Gustavsberg,Sweden,59.32684,18.38975,20774,1085634644
Sivagiri,India,9.34461,77.42911,20772,39481482
Longjumeau,France,48.69503,2.30735,20771,810699615
Hiddenhausen,Germany,52.16667,8.61667,20771,959795289
Gostyń,Poland,51.88247,17.01225,20771,325194572
Lātehār,India,23.74423,84.49984,20769,39475780
Easley,United States,34.82984,-82.60152,20765,1319482393
Vilassar de Mar,Spain,41.50507,2.39227,20764,561940159
Orăştie,Romania,45.83333,23.2,20763,267761488
Kaikalūr,India,16.55154,81.214,20763,39464375
Sortavala,Russian Federation,61.71233,30.70953,20760,213716461
Leerdam,Netherlands,51.89333,5.09167,20758,1087659349
Capulhuac de Mirafuentes,Mexico,19.19354,-99.46585,20757,173252501
Bad Berleburg,Germany,51.05224,8.39227,20757,959148371
Końskie,Poland,51.19166,20.40607,20756,324959729
Thamaga,Botswana,-24.67014,25.53975,20756,139293317
New Springville,United States,40.59344,-74.1632,20756,1318910501
Kherālu,India,23.88534,72.61869,20755,39449170
Pleasantville,United States,39.38984,-74.52404,20755,1318846957
Ulundi,South Africa,-28.33523,31.41617,20753,105647609
Alībāg,India,18.64813,72.87579,20752,39443468
Dombóvár,Hungary,46.37657,18.13696,20748,329875529
Liberal,United States,37.04308,-100.921,20746,1318275065
Barra de São Francisco,Brazil,-18.755,-40.89083,20743,140986946
Palisades Park,United States,40.84816,-73.99764,20743,1318084434
Bressuire,France,46.84158,-0.49042,20743,809606765
Rouiba,Algeria,36.73829,3.28079,20742,68664037
Jenks,United States,36.02287,-95.96833,20740,1317893803
Bétera,Spain,39.59111,-0.46151,20740,561290642
Shoham,Israel,31.99866,34.94559,20740,904482107
Comalapa,Guatemala,14.74086,-90.88761,20738,95464057
Simpsonville,United States,34.73706,-82.25428,20736,1317639629
Latham,United States,42.74702,-73.75901,20736,1317639629
Colleferro,Italy,41.72722,13.00481,20736,656837727
Alīpur,India,28.79862,77.13314,20736,39413056
Sant'Anastasia,Italy,40.86842,14.40196,20733,656742698
Darien,United States,41.07871,-73.46929,20732,1317385455
Heqing,China,19.52831,109.63279,20729,217662701
Doncaster,Australia,-37.78828,145.12373,20728,1073962329
Rumphi,Malawi,-11.01863,33.85746,20727,12960471
Pleasant Prairie,United States,42.55308,-87.93341,20726,1317004193
Elektrogorsk,Russian Federation,55.88431,38.7864,20724,213345855
Mirriah,Niger,13.70727,9.15013,20724,11710331
Harwich,United Kingdom,51.94194,1.28437,20723,834818563
Huaura,Peru,-11.07,-77.59944,20723,126967221
Irosin,Philippines,12.70013,124.03221,20716,68338559
Lambaréné,Gabon,-0.7001,10.24055,20714,145119780
Naas,Ireland,53.21583,-6.66694,20713,1766151211
Ennigerloh,Germany,51.83843,8.03093,20713,957115200
Port Alberni,Canada,49.24133,-124.8028,20712,895963348
Nioro du Rip,Senegal,13.75,-15.8,20711,30812942
Calle Blancos,Costa Rica,9.9453,-84.0669,20710,250110829
Caupolicán,Chile,-20.22479,-70.13668,20707,273988899
Ancón,Panama,8.96015,-79.5514,20706,254042929
Kurakhovo,Ukraine,47.98522,37.2821,20700,72970884
Vauréal,France,49.03333,2.03333,20699,807889429
Masterton,New Zealand,-40.95972,175.6575,20698,858510504
Dasūya,India,31.81679,75.6531,20697,39338929
Allende,Mexico,28.34124,-100.85111,20694,172726659
Trofa,Portugal,41.33729,-8.5596,20692,464268018
Palo del Colle,Italy,41.05562,16.70321,20692,655443974
Dolyna,Ukraine,48.97158,23.96558,20691,72939158
Mountain Brook,United States,33.50094,-86.75221,20691,1314780168
Adrian,United States,41.89755,-84.03717,20691,1314780168
Chambersburg,United States,39.93759,-77.6611,20691,1314780168
Buftea,Romania,44.56139,25.94889,20691,266832970
Villeta,Colombia,5.00886,-74.47226,20689,110329751
Digboi,India,27.39321,95.61839,20685,39316120
Qaisumah,Saudi Arabia,28.31117,46.12729,20685,415981890
Aristóbulo del Valle,Argentina,-27.09625,-54.89626,20683,174604220
Tŭytepa,Uzbekistan,41.0321,69.36253,20682,34864991
Namioka,Japan,40.71069,140.59048,20681,817703562
Makueni Boma,Kenya,-1.80388,37.62405,20681,38016020
Xonacatlán,Mexico,19.40513,-99.52807,20680,172609805
Giardinetti-Tor Vergata,Italy,41.85305,12.61853,20680,655063859
West Melbourne,United States,28.07168,-80.65339,20679,1314017645
Robīt,Ethiopia,12.01667,39.63333,20679,19362584
Lons-le-Saunier,France,46.67535,5.55575,20678,807069792
Surovikino,Russian Federation,48.60734,42.84621,20677,212862007
